# favorite of tweet,# followers,# following,# of hastags,# of mentions,account creation date,in reply to,location,name,number of account tweets,phrase,race,screen name,time,tweet,user id,classification,compound score,Racist (Y/N),State Abbreviation,Valid City Data (Y/N)
0,1035,695,0,0,Mon May 10 20:46:10 +0000 2010,,"Los Angeles, CA",Daunt L. Guapo,46837,black people are,black,TheAntiThirst,Sun Sep 24 23:43:48 +0000 2017,"""Black Men are the White People of Black People"" https://t.co/aKPGfzpjfu",142414785,Hate speech,0,y,CA,y
0,2700,933,0,2,Mon Oct 24 06:42:43 +0000 2011,2930299244,"Boston, MA",Jared Valdez,3159,black people are,black,jaredvaldez4,Sun Sep 24 23:41:42 +0000 2017,@CrosswaIk @pewdiepie The fact that you said black people are racist is the stylist thing Ive ever read on here. M https://t.co/FWujAvp2cD,397083809,Hate speech,0,n,MA,y
0,34,80,0,2,Mon Jun 06 20:29:37 +0000 2016,7.99E+17,"Tennessee, USA",Donald J Trump,109,black people are,black,potus45ofUSA,Sun Sep 24 23:41:03 +0000 2017,"@KathySc65174870 @teacherfortrump Kathy, it was a black man who killed those people. Those are black men disrespecting our country.",7.40E+17,Hate speech,-0.3818,y,TN,y
1,3007,5000,0,3,Sun May 21 01:57:26 +0000 2017,7.81E+17,"Dallas, TX",Kristin Fennymore,5069,black people are,black,KFennymore,Sun Sep 24 23:40:02 +0000 2017,@erick_c_h01 @VeronicaA5567 @Trumpfan1995 I'm really beginning to think it's the black people that are the racist b https://t.co/zoA0bf1Cf7,8.66E+17,Hate speech,-0.6808,y,TX,y
0,32,19,0,0,Wed Apr 16 18:29:54 +0000 2014,,"Clermont, FL",Neville Ibrahim,19,black people are,black,NevilleReal,Sun Sep 24 23:37:40 +0000 2017,"NASCAR owners are mainly composed of racist whites that haven't experienced oppression, pain, and disenfranchisement like black people have.",2447756448,Hate speech,-0.4404,n,FL,y
0,3362,1975,0,0,Thu Mar 31 14:47:18 +0000 2011,,"Charlotte, NC",Psilocybin ?,202216,black people are,black,LordOfDaWingz,Sun Sep 24 23:36:32 +0000 2017,Straight black men are the white people of the black community https://t.co/jGpczxORCd,275049451,Hate speech,0,n,NC,y
0,50,148,0,2,Sun Dec 14 23:38:21 +0000 2014,397083809,Canada,Owner,1652,black people are,black,CrosswaIk,Sun Sep 24 23:34:37 +0000 2017,"@jaredvaldez4 @pewdiepie You are so fucking stupid. ????
Black people havent always been fucking called names
Us wh https://t.co/EUBOvi8i5h",2930299244,Hate speech,0,n,,n
0,23,23,0,1,Sat Jan 24 06:59:06 +0000 2015,,"Memphis, TN",Tahj Walsh,2494,black people are,black,TahjWalsh,Sun Sep 24 23:29:57 +0000 2017,"I liked a @YouTube video https://t.co/dd92Y5Q1p9 The Root Says ""Straight Black Men"" Are Racists White People?",2995362369,Hate speech,0,n,TN,y
0,138,134,0,1,Wed Aug 07 04:15:04 +0000 2013,2187614563,"San Antonio, TX",Naysia baby,2424,black people are,black,Tenten_Shijo,Sun Sep 24 23:29:36 +0000 2017,@JalynnNicoleee Are they not white? If I'm black then people will call me black. Thats not racist. Plus its not lik https://t.co/8PDcicPxpZ,1651967022,Hate speech,0,n,TX,y
1,111,285,0,3,Sat Feb 01 07:54:18 +0000 2014,8.09E+17,TX,Kin g,1882,black people are,black,boolin_bamking,Sun Sep 24 23:29:18 +0000 2017,@Freakklomein @UncleAndy45014 @Slate Are you aware that more unarmed white people are shot by cops than unarmed black people?,2321964294,Hate speech,-0.7184,n,TX,y
0,3731,3436,3,0,Sat May 23 00:29:48 +0000 2009,,"Donora,PA",ShafiqSamad,15674,black people are,black,RamonForman,Sun Sep 24 23:27:30 +0000 2017,Straight Black Men Are The White People Of Black People #MRSUPERBOY223 #WTF #Really https://t.co/zJbzjJMHcB,41936480,Hate speech,-0.5423,n,PA,y
0,3007,5000,0,2,Sun May 21 01:57:26 +0000 2017,4791527244,"Dallas, TX",Kristin Fennymore,5069,black people are,black,KFennymore,Sun Sep 24 23:26:51 +0000 2017,@karicha76 @Trumpfan1995 I'm starting to feel like it's the black people that are the racists....,8.66E+17,Hate speech,0,n,TX,y
0,6,57,0,0,Tue Sep 27 18:49:57 +0000 2016,,"Chicago, IL",god jahi tau,125,black people are,black,GodJahi,Sun Sep 24 23:26:26 +0000 2017,"And this is why they are trying to confuse black people with responding to killing black folks with
Lgbtq issues.
O https://t.co/FraeBjke2y",7.81E+17,Hate speech,0,n,IL,y
0,1028,2191,0,1,Sun Sep 04 03:31:13 +0000 2011,931286316,"Hattiesburg, MS",illmaculate,966,black people are,black,cmacswavagang,Sun Sep 24 23:24:01 +0000 2017,@ScottPresler There are no black people either so why would they give a fuck they probably hate people of color just like you,367526678,Hate speech,-0.4767,n,MS,y
1,620,282,0,0,Thu Jun 13 20:39:10 +0000 2013,,"Hamilton, Ontario",Carolly Kasenumi,34593,black people are,black,doncwrites,Sun Sep 24 23:23:12 +0000 2017,"America is the country of ""Everything is ok except when black people do it"" and people still say, ""Why are you so angry? Try being polite.""",1514385426,Hate speech,0,n,,n
0,70,314,0,0,Thu Apr 13 14:14:59 +0000 2017,,Freetown USA,Name Cannot Be Blank,4814,black people are,black,JohanDoah,Sun Sep 24 23:22:34 +0000 2017,"If you are black and conservative, Leftists hate you more than they hate white people, but I don't have to tell you that. You know already.",8.53E+17,Hate speech,0,n,MA,y
0,15470,957,0,4,Thu Apr 23 07:48:38 +0000 2009,3171521318,"Triple D, TX",ericd,23674,black people are,black,ericdtx,Sun Sep 24 23:22:13 +0000 2017,@xBriceMc @dan_gitin122 @PureMichiganna @WORLDSTAR Youve blamed black people for being disproportionately killed a https://t.co/cze9TyNZP7,34563205,Hate speech,0,n,TX,y
0,123,208,0,0,Tue Jun 25 19:05:18 +0000 2013,1546423200,"Ohio, USA",SentientSaltPillar?,2939,black people are,black,racheymbecker,Sun Sep 24 23:20:33 +0000 2017,I don't give a fuck about the flag when THERE ARE PEOPLE DYING because this country can't figure out that black people are people too.,1546423200,Hate speech,-0.9287,n,OH,y
5,2212,4295,0,0,Sun Jun 28 19:16:37 +0000 2015,,Brooklyn NY,iam know one ????,17278,black people are,black,Autodidact60,Sun Sep 24 23:20:09 +0000 2017,Whenever we fucking feel like it. Black people are the authors of protest in Amerikkka. Stupid ass question. https://t.co/CeP2F9RLWb,3349645744,Hate speech,0,n,NY,y
0,582,1576,0,0,Fri Dec 28 18:27:17 +0000 2012,,"Bellingham, WA",Force of Will,10110,black people are,black,ForceofWillTHL,Sun Sep 24 23:19:48 +0000 2017,Please show me where that is required. They are protesting black people being killed by racist cops without remorse. https://t.co/tTOgrWfeAb,1042857277,Hate speech,0,n,WA,y
1,3,0,1,0,Mon Aug 07 00:08:24 +0000 2017,,"Simi Valley, CA",Merica1958,456,black people are,black,Merica1861,Sun Sep 24 23:18:48 +0000 2017,#TakeTheKnee Black guy shoots up a church of white people.  Where is the outcry. Where are the riots? Who can we protest. Double Standard.,8.94E+17,Hate speech,-0.7579,y,CA,y
0,2321,1198,0,0,Thu Aug 12 03:04:35 +0000 2010,,"East Flatbush, Brooklyn",Nola Darling????,257313,black people are,black,WESTCOASTSUMA,Sun Sep 24 23:15:47 +0000 2017,This is why people say black men are the white people of black people. Shit like this https://t.co/iMvokl4FDm,177427473,Hate speech,0,y,NY,y
0,77,27,0,5,Fri May 30 21:16:12 +0000 2014,7.75E+17,"New York, NY",wolfgang green,2946,black people are,black,wolfganggreen1,Sun Sep 24 23:14:28 +0000 2017,@ubuibi7 @FoxNews @POTUS @NFL @GOP Are the Black people who owned slaves racist too? Oh! you didnt know that?  https://t.co/7f1OqyFiPE,2535841482,Hate speech,-0.6898,n,NY,y
0,353,841,0,0,Wed Jul 02 20:59:54 +0000 2014,,"Detroit, MI",425?,6894,black people are,black,BitcoinsGambler,Sun Sep 24 23:11:28 +0000 2017,"the only real racist people or prejudiced people are ones that shout out ""fuck you black guy"" or ""fuck you white kid"" in front of masses",2600458040,Hate speech,-0.5848,n,MI,y
0,88,297,0,1,Thu Jul 22 21:43:07 +0000 2010,7.91E+17,LA,Cali made,2841,black people are,black,californa909,Sun Sep 24 23:09:38 +0000 2017,@iamkittycaprice are u racist against black people?,169661233,Hate speech,0,n,CA,y
0,4294,1899,0,1,Tue Mar 17 21:28:54 +0000 2009,16163639,"Chicago, IL",Vincent Anzalone,6621,black people are,black,MrVinceAnz,Sun Sep 24 23:09:02 +0000 2017,@NolteNC People are born gay just like theyre born black. So tell my why its ok.,24958798,Hate speech,-0.1926,n,IL,y
0,5840,591,0,1,Wed Aug 05 17:19:55 +0000 2009,318037169,"Richmond, VA",Steve Gallo,53857,black people are,black,SteveGalloNFL,Sun Sep 24 23:08:21 +0000 2017,@pmojh3 black Americans are 2.5 times as likely as white Americans to be shot and killed by police officers. https://t.co/zOzITzE86o,63193280,Hate speech,0,n,VA,y
0,73,194,0,2,Mon Jul 01 16:12:21 +0000 2013,30602016,"Miami Springs, FL",Raul Menendez,791,black people are,black,xCool_Raulx,Sun Sep 24 23:05:10 +0000 2017,@iJesseWilliams @__vegaaa More white people are shot by cops every year thab black people. Soooooo,1560895694,Hate speech,0,n,FL,y
0,735,427,0,1,Tue Nov 04 23:42:46 +0000 2014,2890262449,"Las Vegas, NV",b.,6074,black people are,black,bneit_,Sun Sep 24 23:05:06 +0000 2017,@kelly_crabtreee The police are literally killing black people because they want to. It's everywhere you see it all the time.,2890262449,Hate speech,0,n,NV,y
0,900,886,0,2,Sat Dec 03 19:00:58 +0000 2011,356696619,"Pittsburgh, PA",5x Champs Pats!!,49200,black people are,black,GodZanMarino,Sun Sep 24 23:04:27 +0000 2017,@AintU_Mar @jemelehill Wait so you believe straight black men are the white people of black society? I know your vi https://t.co/aIZuf1Hcxb,427610236,Hate speech,0,n,PA,y
2,239,716,0,1,Wed Mar 10 16:50:30 +0000 2010,121803392,Jacksonville,E.K.L.Y.P.S.E.,8279,black people are,black,eklypse711,Sun Sep 24 23:02:49 +0000 2017,@KMart_BN Also: it is meant to falsely imply that black people are more likely to be violent than white people.,121803392,Hate speech,-0.296,n,FL,y
2,16775,1023,0,1,Sat Jan 28 06:10:30 +0000 2012,2317318923,Connecticut,Joe Moravsky,6273,black people are,black,JoeMoravsky,Sun Sep 24 23:01:47 +0000 2017,@alwaysmyheart2 Stupid white people comment... the underlying problem of our country. We are all humans... white https://t.co/lqu0Ni0oUC,476502840,Hate speech,0,n,CT,y
0,4,4,0,1,Sat Jan 07 00:53:03 +0000 2017,189569114,Texas,Al B,347,black people are,black,actalittle,Sun Sep 24 22:56:07 +0000 2017,"@zeedot_ Another lie.  You said: ""Just admit you hate when black people speak up ..."" YOU injected race into this c https://t.co/Qx23WMHBwv",8.18E+17,Hate speech,0,n,TX,y
0,467,223,0,0,Sun May 21 17:05:07 +0000 2017,,"Yankee Bred, Yaad Blood",Pootie Tang ??,4077,black people are,black,oxtailmami,Sun Sep 24 22:55:30 +0000 2017,Its wild that white immigrants are welcomed and respected just off the token of being white over black people who are actually American,8.66E+17,Hate speech,-0.5574,n,,n
1,261,222,0,2,Wed Oct 24 15:25:23 +0000 2012,2954888654,USA,Golf'N'Roll,4207,black people are,black,GolfNRoll,Sun Sep 24 22:52:21 +0000 2017,"@colepearn @NickBromberg Pearn &gt;&gt; there are black athletes and black people oppressed in this country.. and yet, yo https://t.co/LxDF0xll2a",902039198,Hate speech,0,n,,n
1,2308,2370,0,0,Thu Sep 17 15:45:37 +0000 2009,,Texas,D Doverspike,11825,black people are,black,dcatspiked,Sun Sep 24 22:50:33 +0000 2017,Hate to generalize and I have some wonderful black family and friends but black people are not oppressed in America https://t.co/Zmio8j0pMw,75041951,Hate speech,0,y,TX,y
1,766,1219,0,2,Wed Jul 16 04:08:41 +0000 2014,4825105409,"Arizona, USA",peter,6186,black people are,black,Petehateroflibs,Sun Sep 24 22:50:00 +0000 2017,"@weightman_gary3 @CutonDime25 
People are finally catching on. Black people are the most racist on the planet.",2649929670,Hate speech,-0.8316,n,AZ,y
0,140,1375,0,0,Fri May 27 00:36:28 +0000 2016,,Florida,@carlene Reid,1460,black people are,black,carlenereid11,Sun Sep 24 22:48:47 +0000 2017,Two wrongs don't make a right black man you don't need to kill white people you are defeating purpose &amp; cause take a page from MLK Mandela,7.36E+17,Hate speech,-0.6486,n,FL,y
0,322,571,0,1,Sun Nov 13 21:01:22 +0000 2016,15020865,"Washington, DC",Donald Trump,8387,black people are,black,TheBestPrezEver,Sun Sep 24 22:47:05 +0000 2017,@penguins Hey white people. I am so glad you are coming to the white house. The National Black Association (NBA) won't be there. Love whites,7.98E+17,Hate speech,-0.9231,n,DC,y
0,82,117,0,0,Fri Apr 21 21:25:58 +0000 2017,,United States,Eli Whitehair,476,black people are,black,svpremeli,Sun Sep 24 22:43:13 +0000 2017,"Just Bc the majority of people who sit during the anthem are black, an action I strongly oppose, doesnt make me racist. Respect not race??",8.56E+17,Hate speech,0,n,,n
0,484,306,0,0,Sat May 30 18:31:35 +0000 2009,,"San Diego, CA",Charles A. Seaton,10931,black people are,black,charlesaseaton,Sun Sep 24 22:40:07 +0000 2017,? black-to-the-bones: Its all about the race. When black people are kneeling during the National... https://t.co/t5I2qxDfIW,43570068,Hate speech,-0.6808,n,CA,y
0,1654,661,0,0,Sat Feb 20 07:37:15 +0000 2010,,"Baton Rouge, LA",#SageOfTheSixthPants,233147,black people are,black,SanPants,Sun Sep 24 22:39:58 +0000 2017,White people are real deal hurt about how black people feel about how white folk have been feeling about black people forever? ?,115871738,Hate speech,-0.3818,n,LA,y
3,2315,636,1,0,Wed Apr 21 21:09:12 +0000 2010,,"Cambridge, MA",Zeke ??,297891,black people are,black,flippedhatnupe,Sun Sep 24 22:38:51 +0000 2017,"Remember, black men are the white men of black people. #neverforget",135627420,Hate speech,0,n,MA,y
0,954,854,0,1,Mon May 18 18:38:44 +0000 2009,236487888,"New York, NY",Andy Moskowitz,3297,black people are,black,andymosk,Sun Sep 24 22:38:41 +0000 2017,@WalshFreedom Are you beyond fucking stupid Joe? Protests were about the cops killing innocent black people &amp; getting off.,40935319,Hate speech,-0.406,n,NY,y
2,277,517,0,0,Sun Oct 21 18:42:59 +0000 2012,,,honey bun,6450,black people are,black,liljaijaiboi,Sun Sep 24 22:36:07 +0000 2017,"Its not that I dont respect the people who have/do fight for our country, its that they are fighting for a country that hates black ppl",895921100,Hate speech,-0.5423,n,,n
2,475,1478,0,2,Fri Jun 28 20:18:51 +0000 2013,2390248706,"Knoxville, TN",GBO ?,2669,black people are,black,VolsAllDay2017,Sun Sep 24 22:36:02 +0000 2017,@jon_clendenen @wesrucker247 Goddamn you people are stupid. You think black people are the only ones innocently killed?,1553916078,Hate speech,-0.5574,n,TN,y
4,10,96,0,4,Mon Sep 19 02:58:09 +0000 2016,141393157,"Waukesha, WI",Kathryn Jalas Franke,42,black people are,black,FrankeJalas,Sun Sep 24 22:31:36 +0000 2017,"@Risingsun21 @hipsterhobos @thehill @realDonaldTrump Black people are not free to the extent of white folks.
I'm white.",7.78E+17,Hate speech,0,n,WI,y
0,24,332,0,2,Fri Oct 14 17:31:30 +0000 2016,292677542,"Milwaukee, WI",Clayton Bigsby,3312,black people are,black,CMeTrolling,Sun Sep 24 22:31:24 +0000 2017,@wmmII88 @realDonaldTrump So black people are traitors now?  Just say nigger.  We all know you want to.,7.87E+17,Hate speech,-0.4767,n,WI,y
0,15,31,0,2,Fri Jul 01 07:16:47 +0000 2011,30364057,"Connecticut, USA",shermigz,704,black are,black,awsomesheri,Sun Sep 24 23:44:36 +0000 2017,@SarahKSilverman @iJesseWilliams People are so dumb. This git is a fucking hypocrite and left his black wife for a white women.,327246986,Hate speech,0,n,CT,y
1,319,1547,0,4,Wed Nov 09 06:55:40 +0000 2016,322074102,"Chicago, IL",hellothere,12599,black are,black,ZachTurner_,Sun Sep 24 23:37:10 +0000 2017,@DeAnn_1 @UndeniableQueen @JeanineX9 @TiaMowry https://t.co/3bzUCOOAL5 whites are an enemy of humanity ... you won' https://t.co/TRiGzPLzLM,7.96E+17,Hate speech,-0.8481,n,IL,y
0,572,1512,0,2,Sat Jan 02 23:16:24 +0000 2016,51858343,Canada,Trish,6346,black are,black,GimmieThatLoot,Sun Sep 24 23:35:24 +0000 2017,"@MHill805 @MarkDice Bad apples? Get ur head outta ur ass, don't underestimate the problems, they are real, it's tru https://t.co/UL2y1VII4c",4699154774,Hate speech,-0.4019,n,,n
0,659,1703,0,1,Tue Sep 03 02:41:08 +0000 2013,29271423,"Feasterville-Trevose, PA",Feasterville,260,black are,black,TrevosePA,Sun Sep 24 23:35:22 +0000 2017,@STEFisDOPE I heard some  Indian word for black men was translated into Black White Men . Or white men that are black .,1724150162,Hate speech,0,n,PA,y
1,16,42,0,2,Mon Nov 28 20:22:04 +0000 2016,1367531,Texas,Larry Reitz,2688,black are,black,LarryReitz01,Sun Sep 24 23:35:06 +0000 2017,@FoxNews @jonathanserrie That's impossible. The Media and BLM say ONLY white ppl are racist. A BLACK MAN SHOOTS WHI https://t.co/OlSpijx5Zz,8.03E+17,Hate speech,0,n,TX,y
0,441,653,0,2,Fri Jul 25 08:29:29 +0000 2008,3267456386,"Mesa, AZ",Roger Kint,3160,black are,black,RogerKint,Sun Sep 24 23:34:35 +0000 2017,"@ColumbiaBugle @realDonaldTrump Unless you are black, Mexican, Muslim, gay, trans...then I as POTUS and all of America should hate you",15595779,Hate speech,-0.9136,n,AZ,y
0,1284,1785,0,2,Sun Feb 19 02:05:49 +0000 2012,24333130,"Las Vegas, NV",Rome on the  Potomac,6012,black are,black,BillBaker63,Sun Sep 24 23:34:30 +0000 2017,"@DrShayPhD @jimbrown1964 You are so right. Blacks killed by police1%,Backs killed by whites 2% Blacks killed by bla https://t.co/lNOOtL1owH",496529919,Hate speech,0,n,NV,y
0,132,107,0,6,Fri Apr 15 01:51:25 +0000 2016,7.21E+17,Jersey City NJ,IA C Coggins,6510,black are,black,ls_cc_askme,Sun Sep 24 23:33:16 +0000 2017,@MrHollywood2U1 @Victoriam_chase @FoxNews @ffweekend @BurgessOwens @NFL There are 70+% Black players not hiring one https://t.co/LXYmNthFYS,7.21E+17,Hate speech,-0.7351,n,NJ,y
0,1099,1047,0,0,Sun Mar 05 16:10:25 +0000 2017,,Upper Peninsula of Michigan,Professor McGonagall,17173,black are,black,jlw8375309,Sun Sep 24 23:31:48 +0000 2017,Will you be taking a knee every day for the black on black shootings and killings in the inner cities? How are you https://t.co/ozb26hUDud,8.38E+17,Hate speech,-0.5423,n,MI,y
0,6829,7523,0,0,Sun Nov 17 03:08:45 +0000 2013,,The United States of America,The Lord Publishing,8706,black are,black,LordPubCo,Sun Sep 24 23:29:01 +0000 2017,"America Today has but only a Few thoroughbreds within the tribes of this world, the rest of Americans are mongrels, no longer white or black",2198808566,Hate speech,0,n,,n
1,956,956,2,0,Tue Oct 20 23:54:48 +0000 2015,,"Florida, USA",White on white crime,1722,black are,black,WonWcrime,Sun Sep 24 23:27:29 +0000 2017,"&lt;PFTC&gt; This #crazywhitegene carrier shot and killed a black man but he's not #racist 
https://t.co/4ThKUytTEg",4005600917,Hate speech,0,n,FL,y
0,860,1064,0,0,Sat Jul 29 17:29:27 +0000 2017,,"Cartwright, OK",Roxanne Riggs,11731,black are,black,RoxanneRiggs11,Sun Sep 24 23:26:44 +0000 2017,Statistics don't even support argument that blacks are killed at any higher rates by police than whites but black o https://t.co/Q1qrljZSVl,8.91E+17,Hate speech,0,y,OK,y
0,64,277,0,2,Tue Apr 07 03:32:49 +0000 2015,23504870,"Hemlock, Michigan",CringeyEdgeLord,3523,black are,black,GavinWiechert,Sun Sep 24 23:26:17 +0000 2017,@SouthPark @Morismcdoogano I Don't care if you are Black white gay straight or Trans I'm gonna KILL MYSELF lol https://t.co/s91stPXJp9,3142688068,Hate speech,-0.5859,n,MI,y
0,14,68,0,1,Mon Dec 07 01:54:46 +0000 2015,755113,United States,OccupyReason,1452,black are,black,occupy_reason,Sun Sep 24 23:25:29 +0000 2017,"@ShaunKing You're right, this tweet IS racist. If you think disagreeing with someone is racist just because the per https://t.co/ACy2aFAMeb",4481168533,Hate speech,-0.7906,n,,n
0,400,526,0,0,Thu Oct 09 15:19:29 +0000 2008,,"Winnipeg, Manitoba, Canada",Fairly Unbalanced,10715,black are,black,BillMarantz,Sun Sep 24 23:21:54 +0000 2017,"Kneeling NFL players are right about U.S. But most of the racists are black. All they see is color. Trump is white so he MUST be ""racist"".",16667531,Hate speech,-0.6124,n,,n
0,12,55,0,1,Fri Mar 05 01:41:59 +0000 2010,25073877,"Syracuse, New York",denise cole,304,black are,black,KuumbaDee,Sun Sep 24 23:21:05 +0000 2017,@realDonaldTrump Why do you hate that black man so much? You're so envious. God don't like ugly and you are so ugly https://t.co/pt0h650VX5,119953080,Hate speech,0,n,NY,y
0,143,257,0,2,Tue Nov 03 05:02:01 +0000 2015,182958910,"Tennessee, USA",Justin Stacy,3841,black are,black,Jstacy128,Sun Sep 24 23:18:54 +0000 2017,@MHOWARDZONE @notaclerk1 Fun fact: According to FBI statistics more unarmed white men are killed by police each year than black,4102288097,Hate speech,0,n,TN,y
1,864,856,0,0,Sun Aug 04 20:21:18 +0000 2013,,Heart of Texas,Susie Wakeland,10428,all black are,black,SusieBWakeland,Sun Sep 24 22:51:32 +0000 2017,"Nazis slaughtered Jews, we don't hate and never slaughtered blacks. Not all Blacks are descended from slaves/many b https://t.co/FB6rvyLCTd",1646031672,Hate speech,0,n,TX,y
0,34,138,0,1,Mon Aug 10 04:48:09 +0000 2015,53088528,"Alexandria, LA",John,375,all black are,black,stocks_guns_RTR,Sun Sep 24 22:47:54 +0000 2017,"@FunnyMaine Blacks are far more likely to be killed by other blacks, over 25 murders this year where I live, all bl https://t.co/2lMutY2PYF",3311177053,Hate speech,-0.5423,n,LA,y
1,3853,4038,0,0,Sun Oct 26 14:34:21 +0000 2014,,Pennsylvania,LADY DEMOCRACY!,27159,all black are,black,gam9111,Sun Sep 24 22:41:12 +0000 2017,There is no racist thing when black &amp; white or any other color die for an ideal. They are all brothers out on the f https://t.co/acy7LDhVae,2845253645,Hate speech,0,n,PA,y
0,1833,720,0,0,Wed Oct 08 21:22:46 +0000 2014,,"San Francisco, CA",Scino LLF,85510,all black are,black,Squadelujah,Sun Sep 24 22:28:47 +0000 2017,Whites bit themselves in the ass. You never see white slaves in history books just black. That's why why we think all whites are racist,2847895388,Hate speech,0,n,CA,y
0,165,555,0,1,Wed Nov 24 11:25:34 +0000 2010,60783724,"San Jose, CA",Jeff Flake,4997,all black are,black,jeffreyflake,Sun Sep 24 22:27:07 +0000 2017,@ianbremmer We live in a racist society yet the last president was black and all these millionaire athletes are black... the injustice!,219263886,Hate speech,-0.7063,n,CA,y
0,7,9,0,3,Fri Jul 20 13:21:48 +0000 2012,2802494336,America,Deanna,1281,all black are,black,DeannaDeanna061,Sun Sep 24 22:02:00 +0000 2017,"@danibostick @AndrewHusband @realDonaldTrump Then are all black lives matter people rioters, looters and racist? Ar https://t.co/Y2a7j5DcS1",707131003,Hate speech,0,n,,n
7,3653,615,0,0,Mon Apr 11 02:03:46 +0000 2011,,california,dogrunes,155285,all black are,black,dogrunes,Sun Sep 24 21:49:18 +0000 2017,My grandfather and his brother are talking on the phone loudly about how black people are going to kill all white people I hate this place,280298303,Hate speech,0,n,CA,y
0,58,57,0,2,Tue Feb 07 22:27:07 +0000 2012,82811225,"Dundee,FL.",Lenny Marks,1848,all black are,black,LennyMarks1,Sun Sep 24 21:45:42 +0000 2017,@Notchypoo @CourtneeHendrix Racist you black braids are all alike. You asshole. How many baby daddies do you have.,486088713,Hate speech,-0.1531,y,FL,y
2,195,338,0,1,Sun Sep 25 18:19:46 +0000 2016,2328421,"Miami, FL",MSL,1472,all black are,black,MSL82200,Sun Sep 24 20:52:23 +0000 2017,@pattymo Do these idiots think black football players were all born in Bel Air or the Hamptons? Are they that absolutely moronic?,7.80E+17,Hate speech,0,n,FL,y
0,2663,5004,0,1,Sat Sep 03 19:18:31 +0000 2016,7.72E+17,maryland ,toddy.,1025,all black are,black,thelegitTJ,Sun Sep 24 20:48:08 +0000 2017,@LilPhatty_ If someone truly feels all black men are sexist or all black women are ghetto then you're a coon in my eyes..,7.72E+17,Hate speech,-0.5267,y,MD,y
0,73,35,0,1,Tue Jul 15 01:33:39 +0000 2014,3408936316,United States,E.M. Kelly,6457,all black are,black,psychopigeons,Sun Sep 24 20:40:35 +0000 2017,@billgritt Betsy Ross and all black and white soldiers who fought for our country's freedom are crying in heaving today.,2646688147,Hate speech,0,n,,n
0,1055,814,0,1,Mon Apr 18 21:55:17 +0000 2011,81742533,Vancouver,Cope,10876,all black are,black,CopaseticSoulz,Sun Sep 24 20:32:28 +0000 2017,@riotsurvivor You are a white guy speaking on behalf of all black people. I love you bro but that is textbook racism.,284225515,Hate speech,-0.1085,n,,n
0,2,4,0,1,Fri Sep 22 06:09:19 +0000 2017,1367531,"California, USA",J Scott,61,all black are,black,twitprisoner,Sun Sep 24 20:30:40 +0000 2017,@FoxNews Fuck them ALL. Everything You are protesting is based on a 100% LIE from black lives matter! And all you w https://t.co/9KcBOJMJy9,9.11E+17,Hate speech,0,y,CA,y
0,64,367,0,0,Thu May 28 05:22:45 +0000 2015,,"New York, NY",Isaiah Fowler,714,all black are,black,Chilifro,Sun Sep 24 20:19:52 +0000 2017,"""no, see, the black people are the *real* racists because *all lives matter*"" is one of my favorites",3301306223,Hate speech,0,n,NY,y
0,1860,1648,0,0,Thu Apr 09 05:03:21 +0000 2009,,"Washington, DC",DC Racist Team 1-1,105891,all black are,black,MadDapr,Sun Sep 24 20:19:36 +0000 2017,"White people: Y'all black millionaires protesting are ungrateful.
Translation: You should feel lucky we don't still own you niggers.",29925662,Hate speech,0,n,DC,y
0,232,64,0,2,Sun Sep 07 10:02:50 +0000 2008,2898117058,"Boise, ID",Good ol' boy,13675,all black are,black,SameOlBoy,Sun Sep 24 20:01:39 +0000 2017,"@cordale10 @SportsCenter Oh gives a fuck! They need to matter more to black people, because they are killing each o https://t.co/fHFLeaVeg8",16167937,Hate speech,-0.507,n,ID,y
1,5436,1254,0,0,Wed Mar 25 02:52:32 +0000 2009,,NYC.,U Bum,390826,all black are,black,BrianniT,Sun Sep 24 20:00:22 +0000 2017,People in America are crazy... white people &amp; black people w/ the all lives matter rhetoric... CRAZYYYY,26410575,Hate speech,0,n,NY,y
0,381,200,0,0,Thu Sep 17 06:38:16 +0000 2015,,Louisiana,??Cam??,10138,all black are,black,CamfromtheBayou,Sun Sep 24 19:57:18 +0000 2017,Y'all niggas do realize other races died for the American flag right? Or are we just gonna ignore that like BLM ignores black on black crime,3591157273,Hate speech,0,n,LA,y
1,18217,786,0,1,Wed Mar 09 06:45:00 +0000 2011,2783039113,NEW JERUSALEM,buttress,31495,all black are,black,cockspit,Sun Sep 24 19:55:55 +0000 2017,"@LilGlolita the saddest thing is there ARE films that do this, they just get lumped in with 'films about being black'. fuck it all",263028705,Hate speech,-0.296,n,,n
0,222,260,0,0,Tue Feb 01 17:07:39 +0000 2011,,"Knoxville, Tennessee",Tara Bowlin,2623,all black are,black,TaraBowlin,Sun Sep 24 19:47:20 +0000 2017,Where are all the black men that have been oppressed by an entire country &amp; have to live under a racist president t https://t.co/TSciciW6cf,245872824,Hate speech,-0.4767,n,TN,y
0,38,214,0,0,Sun Aug 10 19:51:13 +0000 2014,,"Venice, FL",Johnny Von Hellmer,948,all black are,black,heimihellmer,Sun Sep 24 19:30:12 +0000 2017,"that's great keep kneeling NFL ,I'm done so sad. All black players are just making the world more racist by this stupid act..",2739300395,Hate speech,-0.4767,y,FL,y
