,# favorite of tweet,# followers,# following,# of hastags,# of mentions,# retweets of tweet,account creation date,in reply to,location,name,number of account tweets,screen name,term,time,tweet,user id
0,4,320,233,0,"[{'screen_name': 'BlackieWFangs', 'name': 'Blackie Nosferatu', 'id': 753655477939101698, 'id_str': '753655477939101698', 'indices': [0, 14]}, {'screen_name': 'BlankPetra', 'name': 'Dougs Mom 🥀', 'id': 2862271012, 'id_str': '2862271012', 'indices': [15, 26]}, {'screen_name': 'jimjoneskoolai2', 'name': 'Fiendish Dr Wu', 'id': 749913490987552769, 'id_str': '749913490987552769', 'indices': [27, 43]}, {'screen_name': 'AtlantisKane', 'name': '💀P 💀 A 💀 U 💀 L💀', 'id': 430162821, 'id_str': '430162821', 'indices': [44, 57]}, {'screen_name': 'Paul88Crazy', 'name': 'Stunt Man Mike', 'id': 1712632783, 'id_str': '1712632783', 'indices': [58, 70]}, {'screen_name': 'Localpwincess1', 'name': 'Pwincess', 'id': 3026622167, 'id_str': '3026622167', 'indices': [71, 86]}, {'screen_name': 'barmylad', 'name': 'Barmylad', 'id': 760243284816068608, 'id_str': '760243284816068608', 'indices': [87, 96]}]",0,Wed Feb 18 12:52:03 +0000 2009,7.536554779391017e+17,,Phil,14360,PW0273,blackie,Fri Sep 22 18:53:47 +0000 2017,@BlackieWFangs @BlankPetra @jimjoneskoolai2 @AtlantisKane @Paul88Crazy @Localpwincess1 @barmylad tyvm blackie......… https://t.co/MH3tdbyMdC,21192516
1,0,530,474,0,[],0,Mon Dec 26 22:11:39 +0000 2016,,Malaysia,Kopi Panas,5108,hash_1993,blackie,Fri Sep 22 18:50:30 +0000 2017,I miss my blackie 🙀 https://t.co/Beqo8InTuR,813507594769825793
2,0,1219,281,0,"[{'screen_name': 'issa_blackie', 'name': 'Black King', 'id': 548507727, 'id_str': '548507727', 'indices': [0, 13]}]",0,Wed Dec 07 08:44:07 +0000 2016,548507727.0,"Nairobi, Kenya",Valentine Kamau,4918,nimu_kamau,blackie,Fri Sep 22 18:11:06 +0000 2017,@issa_blackie That was my second thought 😂😂😂,806419001303855104
3,0,1219,281,0,"[{'screen_name': 'issa_blackie', 'name': 'Black King', 'id': 548507727, 'id_str': '548507727', 'indices': [0, 13]}]",0,Wed Dec 07 08:44:07 +0000 2016,548507727.0,"Nairobi, Kenya",Valentine Kamau,4918,nimu_kamau,blackie,Fri Sep 22 18:10:21 +0000 2017,"@issa_blackie 😂😂😂😂😂😂You’re bored,Sindio??",806419001303855104
4,0,2518,5001,1,"[{'screen_name': 'caitlin_blackie', 'name': 'Caitlin.', 'id': 3133265717, 'id_str': '3133265717', 'indices': [0, 16]}, {'screen_name': 'katie_shepherdd', 'name': 'Katieeee✨', 'id': 721776320380866560, 'id_str': '721776320380866560', 'indices': [17, 33]}]",0,Sun Mar 09 02:48:19 +0000 2014,3133265717.0,United Kingdom,Jake Smith,15707,JakeSmi07598801,blackie,Fri Sep 22 17:06:04 +0000 2017,@caitlin_blackie @katie_shepherdd sorry girls their not winning #PrawnAreMorePopular,2379691897
5,0,223,164,0,"[{'screen_name': 'Campuzano60', 'name': 'Gabriel Campuzano', 'id': 65969877, 'id_str': '65969877', 'indices': [3, 15]}]",1,Sun Jun 26 04:15:19 +0000 2011,,"Tucson, AZ",Albert Campuzano,6760,LBZbeEasy,blackie,Fri Sep 22 17:02:32 +0000 2017,RT @Campuzano60: Anyone else have a dog named blackie? My nana had like 2 blackies growing up. 😂,324177736
6,0,43,365,2,"[{'screen_name': 'blackieschool', 'name': 'Blackie', 'id': 857611196299583488, 'id_str': '857611196299583488', 'indices': [3, 17]}]",2,Sat Oct 23 23:14:46 +0000 2010,,"Alberta,Canada",Michael Stanford,29,stanfordmike26,blackie,Fri Sep 22 16:38:50 +0000 2017,RT @blackieschool: Blackie mid schoolers fabricate creations from recycled pallets at #recess in #fsd38 https://t.co/Nxypz76FmJ,206874300
7,1,3485,1985,0,"[{'screen_name': 'childishmari', 'name': 'cozy', 'id': 254754650, 'id_str': '254754650', 'indices': [0, 13]}]",1,Wed Feb 02 16:50:27 +0000 2011,254754650.0,jiggin on a boo ,la quica,42801,LYNTHEKILLER,blackie,Fri Sep 22 16:18:22 +0000 2017,@childishmari happy birthday blackie ❤️ love you forever &amp; always .,246352430
8,0,452,231,0,"[{'screen_name': '_TheKP', 'name': 'Life Of KP ✌', 'id': 613458462, 'id_str': '613458462', 'indices': [0, 7]}, {'screen_name': 'issa_blackie', 'name': 'Black King', 'id': 548507727, 'id_str': '548507727', 'indices': [8, 21]}, {'screen_name': 'issa_blackie', 'name': 'Black King', 'id': 548507727, 'id_str': '548507727', 'indices': [32, 45]}]",0,Sat Nov 24 05:53:08 +0000 2012,613458462.0,Nairobi,The Story of C.K.,3655,CollinsMwangi3,blackie,Fri Sep 22 15:49:39 +0000 2017,"@_TheKP @issa_blackie 😅😅
Who is @issa_blackie to judge",967443716
9,0,200,151,0,[],0,Sat Aug 15 06:18:20 +0000 2009,,"Cheyenne, Wy",Casey Nath,2217,caseystadel,blackie,Fri Sep 22 15:34:58 +0000 2017,This is blackie. https://t.co/JPkwKeIrTb,65842792
10,0,475,542,0,"[{'screen_name': 'silva_blackie', 'name': 'momther', 'id': 3291109986, 'id_str': '3291109986', 'indices': [0, 14]}]",0,Mon Aug 27 06:05:02 +0000 2012,3291109986.0,HTX,ଘWiingu,10349,_JWiing,blackie,Fri Sep 22 15:04:53 +0000 2017,"@silva_blackie ???????
Was I adopted?",783948091
11,0,628,413,0,"[{'screen_name': 'BlackMagic292', 'name': '🕊🕊🕊', 'id': 1574596496, 'id_str': '1574596496', 'indices': [0, 14]}]",0,Sat Dec 25 16:25:11 +0000 2010,1574596496.0,Ankeny YMCA,Jackson Dobesh,20905,Dobesh42,blackie,Fri Sep 22 14:57:19 +0000 2017,@BlackMagic292 Appreciate you blackie 😂,230477148
12,1,333,960,0,"[{'screen_name': 'SingleVixxen', 'name': 'Single Vixxen', 'id': 798281243884331008, 'id_str': '798281243884331008', 'indices': [0, 13]}]",0,Thu Sep 14 01:50:47 +0000 2017,7.98281243884331e+17,In the darkness,Stranger,1927,badman_or_angel,blackie,Fri Sep 22 14:47:57 +0000 2017,"@SingleVixxen Don't forget big blackie, you will need the relief",908145973880377345
13,1,385,362,0,[],0,Sat Aug 15 20:20:55 +0000 2009,,Tucson.,Gabriel Campuzano,29400,Campuzano60,blackie,Fri Sep 22 14:43:22 +0000 2017,Poor neighborhood dogs they would find would be called blackie because of their black fur. Couldn't even get a decent non racist name,65969877
14,3,385,362,0,[],1,Sat Aug 15 20:20:55 +0000 2009,,Tucson.,Gabriel Campuzano,29400,Campuzano60,blackie,Fri Sep 22 14:41:49 +0000 2017,Anyone else have a dog named blackie? My nana had like 2 blackies growing up. 😂,65969877
15,1,266,119,0,"[{'screen_name': 'issa_blackie', 'name': 'Black King', 'id': 548507727, 'id_str': '548507727', 'indices': [0, 13]}]",0,Fri Dec 09 07:34:30 +0000 2011,548507727.0,Nairobi,Tony,951,_tonymugendi,blackie,Fri Sep 22 14:17:58 +0000 2017,@issa_blackie Interested,432292390
16,0,271,279,0,"[{'screen_name': 'issa_blackie', 'name': 'Black King', 'id': 548507727, 'id_str': '548507727', 'indices': [0, 13]}]",0,Wed Aug 26 09:51:11 +0000 2009,548507727.0,"Nairobi, Kenya",Okeyo Akinyi,12251,awesomemoxie,blackie,Fri Sep 22 13:35:51 +0000 2017,@issa_blackie Please. Your face is fake deep. 🙊 https://t.co/NwwdDGnMQ5,68942329
17,0,19,2,0,"[{'screen_name': 'KoningMot', 'name': 'Richard Wilken', 'id': 284875218, 'id_str': '284875218', 'indices': [0, 10]}, {'screen_name': 'News24', 'name': 'News24', 'id': 14697575, 'id_str': '14697575', 'indices': [11, 18]}]",0,Tue Aug 23 13:27:12 +0000 2016,284875218.0,"Bloemfontein, South Africa",Terrence Brand,675,t9s6e8bo,blackie,Fri Sep 22 13:11:31 +0000 2017,"@KoningMot @News24 U may be right by diverting to govt,  point 1 blackie that was in govt in 1989. Point 1 blackie… https://t.co/G5neh4MYwC",768077129795923968
18,0,1538,836,0,[],0,Sat Apr 14 18:56:00 +0000 2012,,,Roadman Hak,63602,Hakedddd,blackie,Fri Sep 22 12:47:15 +0000 2017,Man hit a blackie https://t.co/UHMXtOaWKM,553755002
19,0,1707,1697,0,"[{'screen_name': 'KingMaduro', 'name': '🌴yree', 'id': 153864938, 'id_str': '153864938', 'indices': [0, 11]}, {'screen_name': 'JunDawg_', 'name': 'Taekwon Douglas 🥋', 'id': 75132193, 'id_str': '75132193', 'indices': [12, 21]}]",0,Thu Aug 04 22:51:34 +0000 2011,153864938.0,District 7,Goat Day 🍾,49632,DehChop,blackie,Fri Sep 22 12:13:09 +0000 2017,@KingMaduro @JunDawg_ Hurricane gah be blackie eating good 😭,348742243
20,0,210,402,0,"[{'screen_name': 'janler_', 'name': 'jan will suffice.,', 'id': 585910917, 'id_str': '585910917', 'indices': [0, 8]}]",0,Sun May 22 00:04:37 +0000 2011,585910917.0,Malaysia,Zenyatta Mondatta,51503,fikriamsyar18,blackie,Fri Sep 22 11:25:26 +0000 2017,@janler_ fcking blackie,302912304
21,0,281,102,0,"[{'screen_name': 'Germanbanana_', 'name': 'Heart Of Gold✨', 'id': 171286486, 'id_str': '171286486', 'indices': [0, 14]}]",0,Sat Jan 28 13:34:20 +0000 2012,171286486.0,,Kay,8263,AlaliKhaled__,blackie,Fri Sep 22 11:13:41 +0000 2017,@Germanbanana_ D-don't surprise me with blackie https://t.co/uc88D7rKuv,476770286
22,0,26,26,0,"[{'screen_name': 'DMedeles', 'name': 'Dan Medeles', 'id': 509089650, 'id_str': '509089650', 'indices': [0, 9]}]",0,Thu May 15 01:59:08 +0000 2014,509089650.0,"dallas,texas",Miguel A O,899,86miggy,blackie,Fri Sep 22 10:33:06 +0000 2017,@DMedeles danhombre blackie! i hope youve evolved since those times! my intellectual side sought you out. am i crazy? hope u get this s.o.s,2495461116
23,0,592,581,0,"[{'screen_name': 'issa_blackie', 'name': 'Black King', 'id': 548507727, 'id_str': '548507727', 'indices': [0, 13]}]",0,Wed Jun 20 11:56:59 +0000 2012,548507727.0,"Nairobi,Kenya.",Life Of KP ✌,12199,_TheKP,blackie,Fri Sep 22 10:23:44 +0000 2017,@issa_blackie Maybe she don't want a nigga with a sense of direction 😂😂😂,613458462
24,0,1219,281,0,"[{'screen_name': 'issa_blackie', 'name': 'Black King', 'id': 548507727, 'id_str': '548507727', 'indices': [0, 13]}]",0,Wed Dec 07 08:44:07 +0000 2016,548507727.0,"Nairobi, Kenya",Valentine Kamau,4918,nimu_kamau,blackie,Fri Sep 22 09:56:46 +0000 2017,"@issa_blackie 😂😂😂😂ah you guys ,,,si you just let me prosper for once 😩",806419001303855104
25,1,312,352,0,"[{'screen_name': '_blackie__', 'name': 'andy black', 'id': 204403281, 'id_str': '204403281', 'indices': [0, 11]}]",0,Sat Nov 15 21:46:22 +0000 2008,204403281.0,,pennywisepeter,12499,pennywisepeter,blackie,Fri Sep 22 09:40:56 +0000 2017,@_blackie__ If only.,17413452
26,1,312,352,0,"[{'screen_name': '_blackie__', 'name': 'andy black', 'id': 204403281, 'id_str': '204403281', 'indices': [0, 11]}]",0,Sat Nov 15 21:46:22 +0000 2008,204403281.0,,pennywisepeter,12499,pennywisepeter,blackie,Fri Sep 22 09:35:47 +0000 2017,@_blackie__ I'm only going for the served hors d'oeuvres.,17413452
27,0,41,59,0,"[{'screen_name': 'ewanroslan13', 'name': 'ewnrsln', 'id': 369379570, 'id_str': '369379570', 'indices': [0, 13]}, {'screen_name': 'janler_', 'name': 'jan will suffice.,', 'id': 585910917, 'id_str': '585910917', 'indices': [14, 22]}]",0,Mon Sep 04 18:09:05 +0000 2017,369379570.0,Kuala Lumpur,Izzat Zaki,532,H4chiRoku,blackie,Fri Sep 22 09:03:22 +0000 2017,@ewanroslan13 @janler_ blackie knows wussup +1,904768292513914880
28,1,90,344,0,"[{'screen_name': '_blackie__', 'name': 'andy black', 'id': 204403281, 'id_str': '204403281', 'indices': [0, 11]}]",0,Mon Aug 18 14:42:53 +0000 2008,204403281.0,32 08'59.96 N 110 50'09.03W,C:\Burgin,782,Tristophe,blackie,Fri Sep 22 09:02:12 +0000 2017,"@_blackie__ I'm guessing he won't be playing ""Thatcher fucked the kids""",15892151
29,2,178,391,0,"[{'screen_name': 'ReallEbuka', 'name': 'Princewill', 'id': 909847741395800064, 'id_str': '909847741395800064', 'indices': [0, 11]}]",0,Tue Sep 19 07:08:03 +0000 2017,9.098477413958e+17,you mom,pindudodudo,15,pindudodudo,blackie,Fri Sep 22 09:00:57 +0000 2017,"@ReallEbuka you kan do that wit me 
blackie",910037754851004416
30,1,90,344,0,"[{'screen_name': '_blackie__', 'name': 'andy black', 'id': 204403281, 'id_str': '204403281', 'indices': [0, 11]}]",0,Mon Aug 18 14:42:53 +0000 2008,204403281.0,32 08'59.96 N 110 50'09.03W,C:\Burgin,782,Tristophe,blackie,Fri Sep 22 08:48:42 +0000 2017,"@_blackie__ urgh, if you want to say in a ⛺️, real fans pay up for the private cottage with personal bath",15892151
31,2,2223,2068,0,"[{'screen_name': 'Mr_Houdini_Cat', 'name': 'HoudiniTheCat😻', 'id': 903183845746495488, 'id_str': '903183845746495488', 'indices': [0, 15]}, {'screen_name': 'lell_sutherland', 'name': 'Lell Sutherland', 'id': 760101541080625152, 'id_str': '760101541080625152', 'indices': [16, 32]}]",0,Wed Mar 25 09:15:05 +0000 2009,9.031838457464955e+17,"Mollymook Beach, NSW Australia",Frisky Le Rouge,15674,frisky9,blackie,Fri Sep 22 08:31:06 +0000 2017,@Mr_Houdini_Cat @lell_sutherland You too my lovely blackie 🐾😻,26461199
32,0,15,142,0,[],0,Thu May 07 04:14:55 +0000 2015,,"Milwaukie, OR",Theresa Houghton,103,Otheresa77,blackie,Fri Sep 22 06:17:11 +0000 2017,"...just passed by a ""blackie rd."" Wtf?!?!",3187280768
33,0,684,417,0,"[{'screen_name': 'JunAnnnnn', 'name': 'Lewis', 'id': 2609699251, 'id_str': '2609699251', 'indices': [0, 10]}]",0,Sat Jun 08 12:04:35 +0000 2013,2609699251.0,,24,25747,_fatinfazli_,blackie,Fri Sep 22 05:47:17 +0000 2017,@JunAnnnnn hmu anytime blackie,1492764817
34,0,1477,996,0,"[{'screen_name': 'KingMaduro', 'name': '🌴yree', 'id': 153864938, 'id_str': '153864938', 'indices': [0, 11]}]",0,Thu Sep 17 22:23:59 +0000 2009,153864938.0,"Boston, MA",Taekwon Douglas 🥋,110160,JunDawg_,blackie,Fri Sep 22 04:51:39 +0000 2017,"@KingMaduro He didn’t chose the thug life, thug life chose blackie skunt. https://t.co/40QNP5Bah2",75132193
35,0,896,831,0,[],0,Fri Jun 28 02:14:06 +0000 2013,,,🤙🏽R🤙🏽,22183,Israel_Lozano9,blackie,Fri Sep 22 04:48:40 +0000 2017,Low key miss my nigga fredo-blackie when we use to trap it from his house to my house and chill and shit crack jokes at his crib good times,1552012207
36,0,855,478,0,"[{'screen_name': 'JunDawg_', 'name': 'Taekwon Douglas 🥋', 'id': 75132193, 'id_str': '75132193', 'indices': [3, 12]}]",1,Thu Dec 22 02:13:54 +0000 2011,,,🌊🖤,83231,XOd0mLif3,blackie,Fri Sep 22 04:48:38 +0000 2017,RT @JunDawg_: Ask blackie https://t.co/vysGJ7IpHq,443319566
37,1,1477,996,0,[],1,Thu Sep 17 22:23:59 +0000 2009,,"Boston, MA",Taekwon Douglas 🥋,110160,JunDawg_,blackie,Fri Sep 22 04:43:14 +0000 2017,Ask blackie https://t.co/vysGJ7IpHq,75132193
38,1,534,456,0,"[{'screen_name': 'PMThorX', 'name': 'Pete Thorman', 'id': 248443308, 'id_str': '248443308', 'indices': [0, 8]}]",0,Fri Oct 22 18:59:48 +0000 2010,248443308.0,X marks the Spot!,MasterOfReality,26527,MOR_XU,blackie,Fri Sep 22 03:42:55 +0000 2017,@PMThorX Thanks Pete! This blackie Bingo is still around but will miss his long term buddy. 😞 https://t.co/XUSFmcaU15,206331613
39,1,914,599,0,"[{'screen_name': 'denzelfoste5', 'name': 'Not_So_Famous_Foster', 'id': 466218936, 'id_str': '466218936', 'indices': [0, 13]}]",0,Tue Nov 26 07:06:28 +0000 2013,466218936.0,Ea$t RiV,David 👌,21577,sam_who_samuelu,blackie,Fri Sep 22 00:59:26 +0000 2017,@denzelfoste5 On piru dat spat clean cuhz 👌 Do you shiiett unko blackie !,2215267087
40,0,1772,620,0,"[{'screen_name': 'joseb_5', 'name': 'Jose Bonilla', 'id': 4910595811, 'id_str': '4910595811', 'indices': [0, 8]}]",0,Sun Apr 25 19:36:54 +0000 2010,4910595811.0,south central los angeles ,nico,5254,_nicoooc,blackie,Thu Sep 21 23:55:51 +0000 2017,@joseb_5 u and blackie better come!!,137092846
41,2,334,85,0,"[{'screen_name': 'Fraser1776', 'name': 'FRASER FRASER FRASER', 'id': 3103290556, 'id_str': '3103290556', 'indices': [0, 11]}, {'screen_name': 'TalibKweli', 'name': 'Talib Kweli Greene', 'id': 18511475, 'id_str': '18511475', 'indices': [12, 23]}, {'screen_name': 'piersmorgan', 'name': 'Piers Morgan', 'id': 216299334, 'id_str': '216299334', 'indices': [24, 36]}]",0,Sat Mar 22 16:44:08 +0000 2014,3103290556.0,,bailey 🎈,7834,pennuwise,blackie,Thu Sep 21 23:39:22 +0000 2017,"@Fraser1776 @TalibKweli @piersmorgan seek help, fake blackie",2404767547
42,0,143,370,0,"[{'screen_name': 'blackie_doug', 'name': 'Doug Blackie', 'id': 628329858, 'id_str': '628329858', 'indices': [0, 13]}, {'screen_name': 'talkSPORTDrive', 'name': 'talkSPORTDrive', 'id': 175694937, 'id_str': '175694937', 'indices': [14, 29]}]",0,Tue Jan 31 09:47:34 +0000 2012,628329858.0,,Josh Moreton,1969,JoshMoreton2,blackie,Thu Sep 21 23:36:35 +0000 2017,@blackie_doug @talkSPORTDrive Tbf it's how cinemas make nearly all there money they get 10% of the ticket money,479379257
43,6,2609,4994,0,"[{'screen_name': 'Legalbeagle1978', 'name': 'Colin Scott', 'id': 2726790573, 'id_str': '2726790573', 'indices': [0, 16]}, {'screen_name': 'Ms_Erika74', 'name': 'AmERIKAn Girl! 🇺🇸', 'id': 732779507506020352, 'id_str': '732779507506020352', 'indices': [17, 28]}, {'screen_name': 'POTUS', 'name': 'President Trump', 'id': 822215679726100480, 'id_str': '822215679726100480', 'indices': [29, 35]}, {'screen_name': 'realDonaldTrump', 'name': 'Donald J. Trump', 'id': 25073877, 'id_str': '25073877', 'indices': [36, 52]}]",0,Mon Dec 08 03:57:29 +0000 2008,2726790573.0,"Encino ,Ca ",FleederMae,51259,FleederMae,blackie,Thu Sep 21 23:32:18 +0000 2017,@Legalbeagle1978 @Ms_Erika74 @POTUS @realDonaldTrump Hillary is the one who blackened her face and went to a costume partie as blackie,17955431
44,1,1102,250,0,"[{'screen_name': 'terri2718', 'name': 'Leticia Faye 🐕🐈🐢', 'id': 4720638074, 'id_str': '4720638074', 'indices': [0, 10]}]",0,Sun Jun 15 02:10:21 +0000 2014,4720638074.0,"England, United Kingdom",Brian Woodside,14581,2e559cb0b45544c,blackie,Thu Sep 21 23:15:14 +0000 2017,"@terri2718 Hope your hubby's surgery goes well, here's a pic of our blackie 😺 https://t.co/VjOqYJBSkJ",2610225363
45,1,1134,865,0,"[{'screen_name': 'futboljosh_', 'name': 'J', 'id': 793554695939907584, 'id_str': '793554695939907584', 'indices': [0, 12]}]",0,Sun Nov 29 11:13:44 +0000 2015,7.935546959399076e+17,"Tottenham, London",',32664,Wallderweireld,blackie,Thu Sep 21 22:51:37 +0000 2017,"@futboljosh_ ""racist bigot!!1111!!! 😡"" in the replies or some blackie complaining about white privilege whatever that nonsense is",4317422116
46,3,300,402,0,[],0,Wed Feb 11 05:05:12 +0000 2015,,"Houston, TX",JAS,13112,UYAHUH,blackie,Thu Sep 21 21:37:48 +0000 2017,"i asked my little sister if i could borrow $5 and she said ""get a job blackie"" WHAT the fuck does that mean????",3029572108
47,0,254,275,0,"[{'screen_name': 'caitlin_blackie', 'name': 'Caitlin.', 'id': 3133265717, 'id_str': '3133265717', 'indices': [0, 16]}, {'screen_name': 'katie_shepherdd', 'name': 'Katieeee✨', 'id': 721776320380866560, 'id_str': '721776320380866560', 'indices': [17, 33]}]",0,Tue Nov 03 17:44:40 +0000 2015,3133265717.0,"Scotland, United Kingdom",Jamie Lindsay,399,jamie14lindsay_,blackie,Thu Sep 21 21:24:51 +0000 2017,@caitlin_blackie @katie_shepherdd yous are freaks,4106124089
48,3,2223,2068,0,"[{'screen_name': 'TbiglowTricia', 'name': 'Clancy (and Mum)', 'id': 948416340, 'id_str': '948416340', 'indices': [0, 14]}]",0,Wed Mar 25 09:15:05 +0000 2009,948416340.0,"Mollymook Beach, NSW Australia",Frisky Le Rouge,15674,frisky9,blackie,Thu Sep 21 21:17:42 +0000 2017,@TbiglowTricia He's a handsome blackie that's for sure 💜,26461199
49,0,2443,2181,0,"[{'screen_name': 'MzTumz', 'name': 'Tunmi', 'id': 312484671, 'id_str': '312484671', 'indices': [0, 7]}]",0,Thu Dec 17 16:54:52 +0000 2009,312484671.0,"Ibadan, Nigeria",Oluwasayofunmi,51468,SayoIroko,blackie,Thu Sep 21 20:02:08 +0000 2017,@MzTumz One fine blackie like that,97481212
50,0,43,314,0,[],0,Tue Mar 21 02:11:47 +0000 2017,,gara,ben,772,benjiboy200,blackie,Thu Sep 21 19:59:50 +0000 2017,hope court goes well tomoz cba wi going on tag again like a blackie,844008605695250445
51,0,2322,626,0,"[{'screen_name': 'issa_blackie', 'name': 'Black King', 'id': 548507727, 'id_str': '548507727', 'indices': [0, 13]}]",0,Thu Aug 16 19:35:45 +0000 2012,548507727.0,nairobi,Ekuam,9800,Chrystn_ali,blackie,Thu Sep 21 19:32:08 +0000 2017,@issa_blackie Stay woke,762188120
52,1,1057,2220,1,"[{'screen_name': 'CKBASILDON', 'name': 'C&K Basildon Ladies', 'id': 1471959896, 'id_str': '1471959896', 'indices': [0, 11]}, {'screen_name': 'JBlackie7', 'name': 'Jay Blackie', 'id': 392981505, 'id_str': '392981505', 'indices': [12, 22]}]",0,Wed Oct 26 20:22:54 +0000 2011,1471959896.0,South Coast,Lee James Hayes,16114,LeeJamesHayes,blackie,Thu Sep 21 19:14:07 +0000 2017,@CKBASILDON @JBlackie7 Go on blackie!! #goldenboot,398975485
53,0,22,103,0,"[{'screen_name': '__Tedddy', 'name': 'Teddy', 'id': 171741299, 'id_str': '171741299', 'indices': [0, 9]}, {'screen_name': 'whiteyoutuber', 'name': 'The White Youtuber', 'id': 830091305036443648, 'id_str': '830091305036443648', 'indices': [10, 24]}, {'screen_name': 'deion_ali2', 'name': 'Deion the Man', 'id': 2790951523, 'id_str': '2790951523', 'indices': [25, 36]}]",0,Fri Aug 18 13:03:54 +0000 2017,171741299.0,Suomi,MagicalMelody,1018,AbactiusAnima,blackie,Thu Sep 21 18:55:11 +0000 2017,"@__Tedddy @whiteyoutuber @deion_ali2 I find it funny when a dumbass whitey and a dumbass blackie fight

Keep going.… https://t.co/4mUsHLka43",898530897309380609
54,2,2070,617,0,"[{'screen_name': 'issa_blackie', 'name': 'Black King', 'id': 548507727, 'id_str': '548507727', 'indices': [0, 13]}]",0,Thu Nov 12 19:13:02 +0000 2015,548507727.0,,Winslow Mathenge,27709,winslowmathenge,blackie,Thu Sep 21 17:28:34 +0000 2017,@issa_blackie Warrior,4173460000
55,0,553,580,0,[],0,Sat Apr 10 08:41:44 +0000 2010,,South Africa,MNG Mohlala,17191,gordenza,blackie,Thu Sep 21 17:02:58 +0000 2017,Pap is the main reason you'll be diagnosed with diabetes as a blackie,131447176
56,2,1102,250,0,"[{'screen_name': 'terri2718', 'name': 'Leticia Faye 🐕🐈🐢', 'id': 4720638074, 'id_str': '4720638074', 'indices': [0, 10]}]",0,Sun Jun 15 02:10:21 +0000 2014,4720638074.0,"England, United Kingdom",Brian Woodside,14581,2e559cb0b45544c,blackie,Thu Sep 21 16:50:40 +0000 2017,"@terri2718 time for a nap, blackie 😺 https://t.co/1psaRD8pLT",2610225363
57,0,1032,579,0,"[{'screen_name': 'WonJongjin83', 'name': 'Om Jin [H]', 'id': 1250493732, 'id_str': '1250493732', 'indices': [0, 13]}]",0,Tue Nov 18 11:01:22 +0000 2014,1250493732.0,Since; 18 Nov 2014 ;Cat Hybrid,Meongie ➴,52573,Infinitemeongie,blackie,Thu Sep 21 16:30:16 +0000 2017,"@WonJongjin83 No.. Myungie like it, blackie cat *chuckles*",2903499078
58,0,1079,244,0,"[{'screen_name': 'issa_blackie', 'name': 'Black King', 'id': 548507727, 'id_str': '548507727', 'indices': [0, 13]}]",0,Wed Jan 23 05:14:35 +0000 2013,548507727.0,,LoneJack Sadman,28203,SadEnTeeEn,blackie,Thu Sep 21 16:28:50 +0000 2017,"@issa_blackie cheki call me bana, i’m still waiting",1113520729
59,1,270,641,0,"[{'screen_name': '_blackie__', 'name': 'andy black', 'id': 204403281, 'id_str': '204403281', 'indices': [0, 11]}]",0,Sat Mar 28 15:03:43 +0000 2009,204403281.0,London,DanDanDan,6995,DanBearcroft,blackie,Thu Sep 21 16:04:52 +0000 2017,@_blackie__ At least you have hair. I never had the opportunity to go grey.,27242390
60,0,1682,539,0,"[{'screen_name': 'issa_blackie', 'name': 'Black King', 'id': 548507727, 'id_str': '548507727', 'indices': [0, 13]}]",0,Sun Sep 13 06:17:27 +0000 2015,548507727.0,,SkepticsAnon.,23038,NdindiMuigai,blackie,Thu Sep 21 15:51:35 +0000 2017,@issa_blackie Chap chap 💯🤷🏽‍♀️,3639190641
61,0,561,266,0,"[{'screen_name': 'issa_blackie', 'name': 'Black King', 'id': 548507727, 'id_str': '548507727', 'indices': [0, 13]}]",0,Thu Jun 23 18:28:50 +0000 2011,548507727.0,Mother Earth,Lizzie Boo ♡,11807,_Lizzie_S,blackie,Thu Sep 21 15:13:18 +0000 2017,"@issa_blackie Thank you
😁",322771922
62,0,561,266,0,"[{'screen_name': 'issa_blackie', 'name': 'Black King', 'id': 548507727, 'id_str': '548507727', 'indices': [0, 13]}]",0,Thu Jun 23 18:28:50 +0000 2011,548507727.0,Mother Earth,Lizzie Boo ♡,11807,_Lizzie_S,blackie,Thu Sep 21 15:09:49 +0000 2017,@issa_blackie 😭😭😭 my life smh.,322771922
63,0,561,266,0,"[{'screen_name': 'issa_blackie', 'name': 'Black King', 'id': 548507727, 'id_str': '548507727', 'indices': [0, 13]}]",0,Thu Jun 23 18:28:50 +0000 2011,548507727.0,Mother Earth,Lizzie Boo ♡,11807,_Lizzie_S,blackie,Thu Sep 21 15:07:38 +0000 2017,@issa_blackie 😂😂😂😂 this one has come in handy,322771922
64,0,2950,1322,0,"[{'screen_name': 'allaboutAlexia', 'name': 'lex.', 'id': 276596085, 'id_str': '276596085', 'indices': [3, 18]}, {'screen_name': 'x__Stacie', 'name': '$TACIE', 'id': 264630762, 'id_str': '264630762', 'indices': [20, 30]}]",1,Sat Mar 12 06:10:13 +0000 2011,,,$TACIE,107773,x__Stacie,blackie,Thu Sep 21 14:54:26 +0000 2017,RT @allaboutAlexia: @x__Stacie i miss you too blackie😢😢😢 jus move all ur shit out here with me😢😢😢😢😢,264630762
65,1,1941,659,0,"[{'screen_name': 'x__Stacie', 'name': '$TACIE', 'id': 264630762, 'id_str': '264630762', 'indices': [0, 10]}]",1,Sun Apr 03 17:47:14 +0000 2011,264630762.0,,lex.,38684,allaboutAlexia,blackie,Thu Sep 21 14:53:45 +0000 2017,@x__Stacie i miss you too blackie😢😢😢 jus move all ur shit out here with me😢😢😢😢😢,276596085
