,Unnamed: 0,# favorite of tweet,# followers,# following,# of hastags,# of mentions,# retweets of tweet,account creation date,in reply to,location,name,number of account tweets,phrase,race,screen name,time,tweet,user id,Sentiment Score,Postive Score,Negative Score,Neutral Score,Positive Score
0,0,0.0,1035.0,695.0,0.0,0.0,1.0,Mon May 10 20:46:10 +0000 2010,,"Los Angeles, CA",Daunté L. Guapo,46837.0,black people are,black,TheAntiThirst,Sun Sep 24 23:43:48 +0000 2017,"""Black Men are the White People of Black People"" https://t.co/aKPGfzpjfu",142414785.0,0.0,,0.0,1.0,0.0
1,1,0.0,3418.0,848.0,0.0,0.0,0.0,Fri Apr 18 00:04:37 +0000 2014,,"Brooklyn, NY",⬛️Laid Protester⬛️,17894.0,black people are,black,elsajustelsa,Sun Sep 24 23:41:47 +0000 2017,"If you are still whining about that ""Straight Black Men = White People""....

Hit dogs holler.",2490904690.0,0.0,,0.113,0.774,0.113
2,2,0.0,2700.0,933.0,0.0,2.0,0.0,Mon Oct 24 06:42:43 +0000 2011,2930299244.0,"Boston, MA",Jared Valdez,3159.0,black people are,black,jaredvaldez4,Sun Sep 24 23:41:42 +0000 2017,@CrosswaIk @pewdiepie The fact that you said black people are racist is the stylist thing I’ve ever read on here. M… https://t.co/FWujAvp2cD,397083809.0,-0.6124,,0.16,0.84,0.0
3,3,0.0,458.0,857.0,0.0,4.0,0.0,Fri Mar 04 18:31:03 +0000 2011,529801368.0,Iowa,TheDarkMosesReturns,19553.0,black people are,black,TweeterMoses,Sun Sep 24 23:41:26 +0000 2017,"@MotherenSandra @FoxNews @POTUS @NFL Never heard a black person say that. Some are, I've heard that. More than you… https://t.co/tNwYdihp3V",260841963.0,0.0,,0.0,1.0,0.0
4,4,0.0,34.0,80.0,0.0,2.0,0.0,Mon Jun 06 20:29:37 +0000 2016,7.99287737388073e+17,"Tennessee, USA",Donald J Trump,109.0,black people are,black,potus45ofUSA,Sun Sep 24 23:41:03 +0000 2017,"@KathySc65174870 @teacherfortrump Kathy, it was a black man who killed those people. Those are black men disrespecting our country.",7.399171782421381e+17,-0.6705,,0.209,0.791,0.0
5,5,0.0,317.0,913.0,0.0,2.0,0.0,Tue Feb 26 21:46:33 +0000 2013,1525973918.0,Texas via Alabama via Georgia,#DC4L,6825.0,black people are,black,ChopChop313,Sun Sep 24 23:40:08 +0000 2017,@Rooster0620 @TCUWhiteTrash How many black people are in the bar???,1223035879.0,0.0,,0.0,1.0,0.0
6,6,1.0,3007.0,5000.0,0.0,3.0,0.0,Sun May 21 01:57:26 +0000 2017,7.812909957321892e+17,"Dallas, TX",Kristin Fennymore,5069.0,black people are,black,KFennymore,Sun Sep 24 23:40:02 +0000 2017,@erick_c_h01 @VeronicaA5567 @Trumpfan1995 I'm really beginning to think it's the black people that are the racist b… https://t.co/zoA0bf1Cf7,8.661106539411087e+17,-0.6124,,0.19,0.81,0.0
7,7,0.0,279.0,568.0,0.0,2.0,0.0,Sat Jul 18 03:50:22 +0000 2009,1243017240.0,Mobile,Ryan Roach,3247.0,black people are,black,RoachBDB,Sun Sep 24 23:38:23 +0000 2017,"@SirXakariah @OwenBenjamin If you are saying black people are not oppressed, then you are doing exactly that",57846379.0,0.3724,,0.0,0.862,0.138
8,8,0.0,0.0,38.0,0.0,1.0,0.0,Wed Sep 06 20:24:29 +0000 2017,66923871.0,"Florida, USA",G Graham,47.0,black people are,black,GGraham1023,Sun Sep 24 23:38:11 +0000 2017,@PARISDENNARD Uncle Tom! YOU are a disgrace to all black people. Stop selling out. Truly an embarrassment.,9.055271437147423e+17,-0.69,,0.366,0.511,0.123
9,9,0.0,2090.0,669.0,0.0,0.0,0.0,Thu Jun 30 16:13:10 +0000 2011,,7okyo ,JACQひES Music,23871.0,black people are,black,kidjacq,Sun Sep 24 23:38:05 +0000 2017,I swear black people are the best ✊🏿😂 https://t.co/sDoJqBcm9f,326858331.0,0.6124,,0.105,0.526,0.368
10,10,0.0,958.0,2610.0,0.0,2.0,0.0,Sat Jun 27 03:57:02 +0000 2009,2490312821.0,"Los Angeles, CA",Ian K. Grant,4389.0,black people are,black,PrinceIankyle,Sun Sep 24 23:38:03 +0000 2017,@_Jazzie_Kay_ @ldontgotanyhoes Why can’t we be offended? Because black people like you are okay with being called “… https://t.co/w08SPTNqsb,51338577.0,0.34,,0.089,0.714,0.196
11,11,0.0,32.0,19.0,0.0,0.0,0.0,Wed Apr 16 18:29:54 +0000 2014,,"Clermont, FL",Neville Ibrahim,19.0,black people are,black,NevilleReal,Sun Sep 24 23:37:40 +0000 2017,"NASCAR owners are mainly composed of racist whites that haven't experienced oppression, pain, and disenfranchisement like black people have.",2447756448.0,0.0521,,0.159,0.635,0.206
12,12,11.0,7582.0,920.0,0.0,0.0,2.0,Fri Aug 02 14:25:01 +0000 2013,,Texas,Brandon Neely,11826.0,black people are,black,BrandonTXNeely,Sun Sep 24 23:37:15 +0000 2017,So according to Cookie here all black people taking a knee are thugs. https://t.co/mPxUxW4Sre,1640603341.0,0.0,,0.0,1.0,0.0
13,13,0.0,3362.0,1975.0,0.0,0.0,0.0,Thu Mar 31 14:47:18 +0000 2011,,"Charlotte, NC",Psilocybin 💫,202216.0,black people are,black,LordOfDaWingz,Sun Sep 24 23:36:32 +0000 2017,“Straight black men are the white people of the black community” https://t.co/jGpczxORCd,275049451.0,0.0,,0.0,1.0,0.0
14,14,0.0,0.0,38.0,0.0,0.0,0.0,Wed Sep 06 20:24:29 +0000 2017,,"Florida, USA",G Graham,47.0,black people are,black,GGraham1023,Sun Sep 24 23:36:05 +0000 2017,Uncle Tom!!! YOU are a disgrace to all black people. Stop selling out.,9.055271437147423e+17,-0.7412,,0.386,0.614,0.0
15,15,0.0,76.0,620.0,0.0,2.0,0.0,Sun Jul 02 20:44:34 +0000 2017,7.775158771471606e+17,"Vancouver, WA",Big Daddy J,276.0,black people are,black,BigDaddyJ73,Sun Sep 24 23:35:31 +0000 2017,"@ElelphantPinata @StanCoulter I know you MAGA idiots are sure to use ""you people"" a lot. But I'm not black.",8.816145970602967e+17,0.3182,,0.0,0.874,0.126
16,16,0.0,319.0,484.0,0.0,2.0,0.0,Wed Mar 14 02:23:38 +0000 2012,3909670948.0,NJ,StaBo,5116.0,black people are,black,StacyBonino,Sun Sep 24 23:34:45 +0000 2017,@benwhaley2 @DonCheadle teach white history.  The months are to honor women &amp; black people who have made a differen… https://t.co/9CSMbFyAdp,523924440.0,0.4939,,0.0,0.849,0.151
17,17,0.0,50.0,148.0,0.0,2.0,0.0,Sun Dec 14 23:38:21 +0000 2014,397083809.0,Canada,Owner,1652.0,black people are,black,CrosswaIk,Sun Sep 24 23:34:37 +0000 2017,"@jaredvaldez4 @pewdiepie You are so fucking stupid. 🤦‍♂️
Black people havent always been fucking called names
Us wh… https://t.co/EUBOvi8i5h",2930299244.0,-0.6087,,0.181,0.819,0.0
18,18,0.0,117.0,596.0,0.0,3.0,0.0,Sat Apr 21 03:07:29 +0000 2012,8.371416535843922e+17,St.Louis MO,Aaron M McDaniel,637.0,black people are,black,AaronsCorner,Sun Sep 24 23:34:13 +0000 2017,"@Keithwells77777 @ronboutwell @_Makada_ ikr, black and brown people are lawless and sinful people. Please send in t… https://t.co/FcFCH4Otwg",559229250.0,-0.3182,,0.164,0.731,0.105
19,19,0.0,13.0,244.0,0.0,2.0,0.0,Fri Sep 27 02:10:28 +0000 2013,21696279.0,"NJ, USA",Eric David,158.0,black people are,black,ericdavid70,Sun Sep 24 23:34:10 +0000 2017,@brianbeutler @jonathanchait Props to successful black people who remember who they are. Too many white people got… https://t.co/s6100sBw7v,1909779540.0,0.5859,,0.0,0.817,0.183
20,20,0.0,154.0,211.0,0.0,1.0,0.0,Wed Jun 29 00:21:07 +0000 2016,,"Clovis, CA",Conor Kelly,3306.0,black people are,black,CK_MooMan,Sun Sep 24 23:33:58 +0000 2017,"""The only people that enthusiastic are sorority girls and black market organ donors"" -@alcaass",7.479479720972452e+17,0.4939,,0.0,0.802,0.198
21,21,1.0,93.0,188.0,0.0,1.0,1.0,Sat Jul 03 20:46:39 +0000 2010,16006592.0,"Santa Cruz, CA",Frederic Py,14132.0,black people are,black,Frel_,Sun Sep 24 23:33:40 +0000 2017,@BenjySarlin He has no issue w/ white ppl exercising free speech. But black people who are lucky enough to entertai… https://t.co/nxgAiu0CKt,162489212.0,0.5994,,0.084,0.684,0.232
22,22,0.0,1244.0,890.0,0.0,0.0,0.0,Mon May 28 14:32:14 +0000 2012,,Georgia,timmy 🤘,47835.0,black people are,black,_timmmmy,Sun Sep 24 23:32:59 +0000 2017,maybe black people are better at basketball. 🤷🏾‍♂️ please stick to your occupation. https://t.co/LY3dysl8yd,592773542.0,0.6369,,0.0,0.698,0.302
23,23,0.0,42.0,441.0,0.0,0.0,0.0,Wed Jul 27 17:14:39 +0000 2016,,"Massachusetts, USA",Lucas Schildbach,902.0,black people are,black,LucasSchildbach,Sun Sep 24 23:32:32 +0000 2017,"That's right Donny, nothing to do with race. Except all the people you criticize are black and you called white sup… https://t.co/CIGAsORL5p",7.583498949481636e+17,-0.3818,,0.11,0.89,0.0
24,24,13.0,177.0,252.0,0.0,2.0,0.0,Tue Mar 14 12:58:51 +0000 2017,368838415.0,"California, USA",Debbie Sweeney,3885.0,black people are,black,debbersdarling,Sun Sep 24 23:31:53 +0000 2017,"@attitudeforty5 @WalshFreedom They are using their platform to fight bigotry and racism, black people who are shot… https://t.co/gNudvjpxqD",8.416347315234693e+17,-0.7717,,0.295,0.705,0.0
25,25,0.0,9217.0,937.0,0.0,2.0,0.0,Thu Jul 12 18:57:57 +0000 2012,317395816.0,"Beverly Hills, California",Alana Stewart,12158.0,black people are,black,AlanaKStewart,Sun Sep 24 23:31:47 +0000 2017,"@Hhdlenabena @JesSingletary It seems odd to me you feel black people are ""disrespected."" We just had a black presid… https://t.co/TPGBq6pqfN",633966700.0,-0.3182,,0.113,0.887,0.0
26,26,0.0,34.0,311.0,0.0,1.0,0.0,Wed Jan 25 15:02:35 +0000 2017,25073877.0,United States,Jess,281.0,black people are,black,nastyloudstrong,Sun Sep 24 23:31:20 +0000 2017,"@realDonaldTrump Are you really digging in deeper on this, Donald? We get it. You hate black people. That has been clear for a long time.",8.24271250411262e+17,-0.2732,,0.131,0.777,0.092
27,27,0.0,1028.0,2191.0,0.0,2.0,0.0,Sun Sep 04 03:31:13 +0000 2011,7.739091125770322e+17,"Hattiesburg, MS",illmaculate,966.0,black people are,black,cmacswavagang,Sun Sep 24 23:30:21 +0000 2017,@adriansgnm @ScottPresler Nazi's protest are called fine people a black dude does it he is a thug his mom a bitch an he should be fired,367526678.0,-0.8225,,0.311,0.629,0.06
28,28,0.0,25.0,95.0,0.0,3.0,0.0,Wed Dec 14 06:41:29 +0000 2016,2321964294.0,"Georgia, USA",Freaklomein,2374.0,black people are,black,Freakklomein,Sun Sep 24 23:30:20 +0000 2017,@boolin_bamking @UncleAndy45014 @Slate Yes. Are you aware that white people should be number one on every list? Why… https://t.co/fOdPwGYWg9,8.089248547077161e+17,0.4588,,0.0,0.81,0.19
29,29,0.0,23.0,23.0,0.0,1.0,0.0,Sat Jan 24 06:59:06 +0000 2015,,"Memphis, TN",Tahj Walsh,2494.0,black people are,black,TahjWalsh,Sun Sep 24 23:29:57 +0000 2017,"I liked a @YouTube video https://t.co/dd92Y5Q1p9 The Root Says ""Straight Black Men"" Are Racists White People?",2995362369.0,0.0516,,0.182,0.573,0.245
30,30,0.0,163.0,62.0,0.0,1.0,0.0,Sun Apr 30 16:20:50 +0000 2017,594175899.0,"West Palm Beach, FL",Brittney Henry,1817.0,black people are,black,brittdaymare,Sun Sep 24 23:29:47 +0000 2017,@Mikel_Jollett Black men and women are people too? 😒😒😒😒😒,8.587177911883735e+17,0.0,,0.0,1.0,0.0
31,31,0.0,138.0,134.0,0.0,1.0,0.0,Wed Aug 07 04:15:04 +0000 2013,2187614563.0,"San Antonio, TX",Naysia baby,2424.0,black people are,black,Tenten_Shijo,Sun Sep 24 23:29:36 +0000 2017,@JalynnNicoleee Are they not white? If I'm black then people will call me black. Thats not racist. Plus its not lik… https://t.co/8PDcicPxpZ,1651967022.0,0.4973,,0.0,0.867,0.133
32,32,1.0,111.0,285.0,0.0,3.0,0.0,Sat Feb 01 07:54:18 +0000 2014,8.089248547077161e+17,TX,Kin g,1882.0,black people are,black,boolin_bamking,Sun Sep 24 23:29:18 +0000 2017,@Freakklomein @UncleAndy45014 @Slate Are you aware that more unarmed white people are shot by cops than unarmed black people?,2321964294.0,0.0,,0.0,1.0,0.0
33,33,3.0,505.0,1786.0,0.0,0.0,0.0,Sat Nov 05 04:10:28 +0000 2011,,"Phoenix, AZ",Pidge 🇮🇪 🏴󠁧 🇩🇪,222230.0,black people are,black,LittleQueerChat,Sun Sep 24 23:28:54 +0000 2017,"actually Joe, it began with white cops murdering innocent black people in droves.

the NFL players are more patriot… https://t.co/lxL8ZFcmG1",405308128.0,-0.4404,,0.174,0.729,0.097
34,34,1.0,7843.0,6032.0,0.0,5.0,0.0,Mon Mar 16 03:21:28 +0000 2009,629772327.0,"California, USA",Elyrad,21481.0,black people are,black,ELYRAD,Sun Sep 24 23:28:22 +0000 2017,@KirkNienaber @oldtoothlessli1 @swebb0224 @RobFlowers00 @SInow Your implying black people have never gotten a break… https://t.co/aTd557NODk,24641878.0,0.0,,0.0,1.0,0.0
35,35,0.0,92.0,195.0,0.0,0.0,0.0,Thu Oct 27 14:51:58 +0000 2016,,Chicago,Bran bran .,64.0,black people are,black,BrandeyTarver,Sun Sep 24 23:27:33 +0000 2017,"We’re already boycotting the NFL, idiot! Because people like you are making money off of Black athletes. So, yes jo… https://t.co/bZZ7Sln1gH",7.916536720946627e+17,-0.202,,0.219,0.591,0.191
36,36,0.0,3731.0,3436.0,3.0,0.0,0.0,Sat May 23 00:29:48 +0000 2009,,"Donora,PA",ShafiqSamad,15674.0,black people are,black,RamonForman,Sun Sep 24 23:27:30 +0000 2017,Straight Black Men Are The White People Of Black People #MRSUPERBOY223 #WTF #Really https://t.co/zJbzjJMHcB,41936480.0,0.2263,,0.0,0.872,0.128
37,37,0.0,3007.0,5000.0,0.0,2.0,0.0,Sun May 21 01:57:26 +0000 2017,4791527244.0,"Dallas, TX",Kristin Fennymore,5069.0,black people are,black,KFennymore,Sun Sep 24 23:26:51 +0000 2017,@karicha76 @Trumpfan1995 I'm starting to feel like it's the black people that are the racists....,8.661106539411087e+17,0.3612,,0.0,0.848,0.152
38,38,0.0,315.0,597.0,0.0,6.0,0.0,Tue Oct 20 21:10:56 +0000 2009,8.762099115748024e+17,Los Angeles,Jason Bender,1837.0,black people are,black,Jason_Bender,Sun Sep 24 23:26:51 +0000 2017,"@Caslau02 @Weneedlasers @AinslieBrent @Anvil1888 @PaulWestphal68 @dcexaminer ""Liberals"" are not motivating black pr… https://t.co/4d84Os1KUx",83926452.0,-0.3875,,0.18,0.82,0.0
39,39,0.0,6.0,57.0,0.0,0.0,0.0,Tue Sep 27 18:49:57 +0000 2016,,"Chicago, IL",god jahi tau,125.0,black people are,black,GodJahi,Sun Sep 24 23:26:26 +0000 2017,"And this is why they are trying to confuse black people with responding to killing black folks with
Lgbtq issues.
O… https://t.co/FraeBjke2y",7.808419257712722e+17,-0.743,,0.24,0.76,0.0
40,40,0.0,1109.0,1132.0,1.0,0.0,0.0,Mon Nov 01 08:59:16 +0000 2010,,"philadelphia,",Cadence_East_,14350.0,black people are,black,AresPhoenex,Sun Sep 24 23:25:22 +0000 2017,Do you guys even know what #blm stands for?  I am convinced not even the people who are black really know.,210753449.0,0.4019,,0.0,0.876,0.124
41,41,0.0,591.0,1102.0,0.0,0.0,0.0,Sat Jan 30 02:11:17 +0000 2010,,Probably at work...,Jamal Robinson,28885.0,black people are,black,JamalFrederick,Sun Sep 24 23:25:18 +0000 2017,"At the rate in which Black people are told ""you have the right to remain silent"",u would think more folks would be cool w/ a silent protest.",109730845.0,0.0772,,0.071,0.848,0.081
42,42,0.0,815.0,1435.0,0.0,0.0,0.0,Tue Mar 10 03:17:32 +0000 2009,23549825.0,"Houston, TX",Tori,114578.0,black people are,black,VicTORIousGable,Sun Sep 24 23:25:17 +0000 2017,"Also, have they met any black people. They'd graffiti many things but a church ain't one of them.   You know how revered churches are to us?",23549825.0,0.6652,,0.0,0.844,0.156
43,43,0.0,2172.0,315.0,0.0,4.0,0.0,Tue Jan 29 06:47:33 +0000 2008,12818342.0,"Chicago,Il",SnorkyJr,82150.0,black people are,black,SnorkyJr,Sun Sep 24 23:25:10 +0000 2017,"@jabezlebret @DrMMs3 @JSwanson77 @Liz_Wheeler That the cops are killing black people. Hey, start at the top of the… https://t.co/M3UF2ngC9i",12818342.0,-0.5574,,0.19,0.733,0.078
44,44,4.0,3192.0,4630.0,1.0,0.0,5.0,Mon Jul 20 03:01:04 +0000 2009,,"NH, USA",Scotti 👌,50873.0,black people are,black,deejjj234,Sun Sep 24 23:24:30 +0000 2017,"A black man became the President of the United States, but black people are suddenly oppressed. #Taketheknee",58371104.0,-0.5023,,0.207,0.698,0.095
45,45,0.0,1028.0,2191.0,0.0,1.0,0.0,Sun Sep 04 03:31:13 +0000 2011,931286316.0,"Hattiesburg, MS",illmaculate,966.0,black people are,black,cmacswavagang,Sun Sep 24 23:24:01 +0000 2017,@ScottPresler There are no black people either so why would they give a fuck they probably hate people of color just like you,367526678.0,-0.7845,,0.314,0.602,0.084
46,46,0.0,777.0,631.0,0.0,0.0,0.0,Wed Aug 03 00:56:54 +0000 2011,,New Hampshire ,Megan,109054.0,black people are,black,MegAlthaHope,Sun Sep 24 23:23:47 +0000 2017,BLACK PEOPLE ARE SO LITTTTT lmfaoooo https://t.co/9WV6xAPzHH,347576630.0,0.0,,0.0,1.0,0.0
47,47,1.0,620.0,282.0,0.0,0.0,1.0,Thu Jun 13 20:39:10 +0000 2013,,"Hamilton, Ontario",Carolly Kasenumi,34593.0,black people are,black,doncwrites,Sun Sep 24 23:23:12 +0000 2017,"America is the country of ""Everything is ok except when black people do it"" and people still say, ""Why are you so angry? Try being polite.""",1514385426.0,-0.4663,,0.139,0.788,0.072
48,48,0.0,881.0,64.0,0.0,1.0,0.0,Mon Jul 09 06:37:28 +0000 2012,2420518749.0,"Las Vegas, NV",aaron,33529.0,black people are,black,savyeet,Sun Sep 24 23:23:09 +0000 2017,@vasulmao the hoodie looks like an over designed thing that black people wear but the other shirts are dope,630857062.0,0.1901,,0.0,0.911,0.089
49,49,0.0,70.0,314.0,0.0,0.0,0.0,Thu Apr 13 14:14:59 +0000 2017,,Freetown USA,Name Cannot Be Blank,4814.0,black people are,black,JohanDoah,Sun Sep 24 23:22:34 +0000 2017,"If you are black and conservative, Leftists hate you more than they hate white people, but I don't have to tell you that. You know already.",8.525255275375657e+17,-0.5719,,0.17,0.83,0.0
50,50,1.0,196.0,258.0,0.0,0.0,0.0,Wed Jun 18 23:47:52 +0000 2014,,"new york, ny",benny wit da semi.,741.0,black people are,black,babybenoit,Sun Sep 24 23:22:29 +0000 2017,all the black people in media are fighting back and it brings tears to my eyes.,2621448712.0,-0.5267,,0.239,0.761,0.0
51,51,1.0,700.0,1053.0,0.0,0.0,0.0,Tue Apr 28 18:25:54 +0000 2009,,"Spokane, Wa",Giant Legoman,71739.0,black people are,black,SYKOScoRch,Sun Sep 24 23:22:17 +0000 2017,They should probably be more upse that the cops are targeting black people for death. https://t.co/6f23DSbpVF,36139751.0,-0.5994,,0.206,0.794,0.0
52,52,0.0,15470.0,957.0,0.0,4.0,0.0,Thu Apr 23 07:48:38 +0000 2009,3171521318.0,"Triple D, TX",ericd,23674.0,black people are,black,ericdtx,Sun Sep 24 23:22:13 +0000 2017,@xBriceMc @dan_gitin122 @PureMichiganna @WORLDSTAR You’ve blamed black people for being disproportionately killed a… https://t.co/cze9TyNZP7,34563205.0,-0.8225,,0.388,0.612,0.0
53,53,0.0,9.0,135.0,1.0,1.0,0.0,Thu Aug 03 15:52:54 +0000 2017,,Gym,GeneralT3,119.0,black people are,black,GeneralT03,Sun Sep 24 23:21:45 +0000 2017,"People saying @odel 's celebrations are because he's black, wtf? People also blaming Obama. #TrumpIsAWhiteSupremacist",8.931376073491948e+17,-0.7906,,0.35,0.65,0.0
54,54,0.0,123.0,208.0,0.0,0.0,0.0,Tue Jun 25 19:05:18 +0000 2013,1546423200.0,"Ohio, USA",SentientSaltPillar🌸,2939.0,black people are,black,racheymbecker,Sun Sep 24 23:20:33 +0000 2017,I don't give a fuck about the flag when THERE ARE PEOPLE DYING because this country can't figure out that black people are people too.,1546423200.0,0.431,,0.0,0.885,0.115
55,55,0.0,806.0,296.0,0.0,3.0,0.0,Mon Feb 23 18:05:17 +0000 2009,8.434436885713551e+17,"Los Angeles, CA",Health Food Guru,57689.0,black people are,black,WavyCA,Sun Sep 24 23:20:12 +0000 2017,@p11a42m67e @ajamubaraka @PhilGreaves01 Quit with victimhood bs. People are responsible for their own actions. Blac… https://t.co/WLfrihMyc2,21674914.0,-0.1779,,0.155,0.725,0.119
56,56,5.0,2212.0,4295.0,0.0,0.0,2.0,Sun Jun 28 19:16:37 +0000 2015,,Brooklyn NY,iam know one 👊🏾✊🏾,17278.0,black people are,black,Autodidact60,Sun Sep 24 23:20:09 +0000 2017,Whenever we fucking feel like it. Black people are the authors of protest in Amerikkka. Stupid ass question. https://t.co/CeP2F9RLWb,3349645744.0,-0.7287,,0.334,0.562,0.104
57,57,0.0,582.0,1576.0,0.0,0.0,0.0,Fri Dec 28 18:27:17 +0000 2012,,"Bellingham, WA",Force of Will,10110.0,black people are,black,ForceofWillTHL,Sun Sep 24 23:19:48 +0000 2017,Please show me where that is required. They are protesting black people being killed by racist cops without remorse. https://t.co/tTOgrWfeAb,1042857277.0,-0.8476,,0.372,0.493,0.135
58,58,0.0,55.0,84.0,0.0,3.0,0.0,Fri Oct 03 15:54:12 +0000 2014,2839158480.0,"California, USA",Laura LeBlanc,13001.0,black people are,black,lsleblanc1,Sun Sep 24 23:19:11 +0000 2017,@rrodriguezgirl2 @AustinOnSocial @realDonaldTrump 2/ an Anthem that talks of the free when black people are still s… https://t.co/AGG12hVxFZ,2839158480.0,0.5106,,0.0,0.837,0.163
59,59,0.0,3556.0,2913.0,0.0,3.0,0.0,Wed Dec 02 19:14:09 +0000 2009,36199806.0,"Oakland, CA",Jerry,83149.0,black people are,black,js_edit,Sun Sep 24 23:19:09 +0000 2017,@tomg60 @HowardKurtz @ckchumley That's why you assume black people are criminals and police can do no wrong. You are both fair and balanced.,94154691.0,-0.7717,,0.297,0.627,0.076
60,60,0.0,109.0,205.0,0.0,0.0,0.0,Mon Oct 03 01:59:20 +0000 2011,,"Bexley, OH",Chip A. Bastard,5100.0,black people are,black,chip_bastard,Sun Sep 24 23:19:04 +0000 2017,Why are black people so noisy?,384090138.0,-0.3052,,0.31,0.69,0.0
61,61,1.0,3.0,0.0,1.0,0.0,0.0,Mon Aug 07 00:08:24 +0000 2017,,"Simi Valley, CA",Merica1958,456.0,black people are,black,Merica1861,Sun Sep 24 23:18:48 +0000 2017,#TakeTheKnee Black guy shoots up a church of white people.  Where is the outcry. Where are the riots? Who can we protest. Double Standard.,8.943494676458168e+17,-0.8225,,0.301,0.699,0.0
62,62,1.0,572.0,886.0,0.0,0.0,0.0,Mon Apr 27 04:50:11 +0000 2009,,"Ohio, USA",REV. JR (SKELETON),18350.0,black people are,black,acce245,Sun Sep 24 23:18:39 +0000 2017,"Judging people on their actions is now racist, apparently.

Why would you think they kneeled because they were blac… https://t.co/x8xZeoFWuN",35674046.0,-0.6124,,0.174,0.826,0.0
63,63,0.0,660.0,459.0,0.0,0.0,0.0,Mon May 31 21:18:10 +0000 2010,,"Sunrise, FL",Ricardo Harvin,128073.0,black people are,black,RicardoHarvin,Sun Sep 24 23:18:32 +0000 2017,"It is the systemic, institutional, government imposed brutalization and violence against Black people in which all our other ills are rooted",150404352.0,-0.8176,,0.321,0.679,0.0
64,64,0.0,1673.0,1652.0,0.0,0.0,0.0,Tue May 26 23:04:07 +0000 2009,,DC,Fatass Kelly Price🍩,122710.0,black people are,black,SunniDipped,Sun Sep 24 23:18:30 +0000 2017,"White people are really mad because we as Black people want the unjust killings of Black men and women by police to stop. Like, wow.",42749104.0,-0.7841,,0.345,0.46,0.194
65,65,0.0,24.0,109.0,0.0,1.0,0.0,Tue Aug 22 02:12:48 +0000 2017,8.427451590328279e+17,Allen tx,Kendall Green,191.0,black people are,black,greenkendall13,Sun Sep 24 23:18:08 +0000 2017,@VivaLaAmesX Are you more upset people were killed or that he's black,8.998165952996311e+17,-0.8122,,0.425,0.575,0.0
66,66,0.0,1259.0,826.0,0.0,0.0,0.0,Tue Jul 02 19:42:18 +0000 2013,,"Georgia, USA",ℨ.,56710.0,black people are,black,abejeee__,Sun Sep 24 23:17:45 +0000 2017,It took everything in me not to clap back. These are the type of people I work with. Mind you her kids are half bla… https://t.co/uhKNLPH0br,1563982885.0,0.0,,0.0,1.0,0.0
67,67,0.0,5.0,99.0,0.0,3.0,0.0,Sun Sep 24 16:12:22 +0000 2017,65497475.0,United States,C,48.0,black people are,black,superduty4201,Sun Sep 24 23:17:39 +0000 2017,@eugenegu @AustinOnSocial @realDonaldTrump So you are saying only black people are kneeling?  Any action taken that… https://t.co/2PvyqACbV9,9.119866755127828e+17,0.0,,0.0,1.0,0.0
68,68,1.0,5171.0,5025.0,0.0,8.0,0.0,Fri Jan 27 19:54:08 +0000 2017,337430513.0,California,R&R,58704.0,black people are,black,RoryGilligan1,Sun Sep 24 23:17:24 +0000 2017,@KingEdwardElam @meshell5683 @douggie64_van @mzgee41 @ReiserWilliam @Lorilulu62 @watchyourspeed @Mexicanpov… https://t.co/BNVSovOKam,8.250694005249352e+17,0.0,,0.0,1.0,0.0
69,69,6.0,1789.0,516.0,0.0,0.0,1.0,Wed Apr 05 00:09:56 +0000 2017,,"District of Columbia, USA",#PresidentKushner,8621.0,black people are,black,PrezKushner,Sun Sep 24 23:16:30 +0000 2017,"Nah, he just hates black people and people richer than him. When both those are the same person ... https://t.co/sPC0UcIF1v",8.494137593534095e+17,0.0258,,0.174,0.688,0.138
70,70,0.0,1036.0,1301.0,1.0,1.0,0.0,Mon Jun 08 18:28:53 +0000 2015,8.238777847244431e+17,"Nashville, TN",🇺🇸HoundOfUlster⚔,26769.0,black people are,black,raiderman108,Sun Sep 24 23:16:19 +0000 2017,@MewHissMew So all the people tweeting #TakeAKnee are black nationalists?,3313625421.0,0.0,,0.0,1.0,0.0
71,71,0.0,2321.0,1198.0,0.0,0.0,1.0,Thu Aug 12 03:04:35 +0000 2010,,"East Flatbush, Brooklyn",Nola Darling🇭🇹🇵🇦,257313.0,black people are,black,WESTCOASTSUMA,Sun Sep 24 23:15:47 +0000 2017,This is why people say black men are the white people of black people. Shit like this https://t.co/iMvokl4FDm,177427473.0,-0.2732,,0.163,0.724,0.113
72,72,0.0,5814.0,6295.0,0.0,1.0,0.0,Sun Jun 25 10:12:44 +0000 2017,252305602.0,Tim-Buk-Two,Tom S.,1130.0,black people are,black,realTomShae,Sun Sep 24 23:15:31 +0000 2017,@pwalia10969 That goes to my point that there is little inequality and primarily Black People are protesting,8.789188753242071e+17,-0.4215,,0.149,0.851,0.0
73,73,1.0,804.0,501.0,0.0,0.0,0.0,Wed Jul 28 22:26:52 +0000 2010,,"Compton, CA",BigBallerRay,80018.0,black people are,black,MamacitaaaRaven,Sun Sep 24 23:14:52 +0000 2017,"It’s really crazy that when black do something there is so much love and support. But when black women do the same thing, people are silent",172098016.0,0.6689,,0.082,0.7,0.218
